MovingPlate	FixedPlate	EndChron	EndAge	RotLat	RotLong	RotAng	Kappahat	a	b	c	d	e	f	Points	Segs	Plates	DOF	Source
511	709	5E	18.28	-16.08	-135.67	10.19	1	7.02E-06	1.35E-05	-4.63E-06	3.16E-05	-8.56E-06	3.35E-06	69	13	2	40	Bull et al. 2010
511	709	6ny	19.05	-17.38	-136.67	10.309	1	1.43E-05	2.44E-05	-9.70E-06	5.31E-05	-1.61E-05	7.03E-06	62	12	2	35	Bull et al. 2010
511	709	6no	20.13	-17.29	-136.75	10.895	1	5.15E-06	1.10E-05	-3.47E-06	2.94E-05	-7.10E-06	2.56E-06	55	10	2	32	Bull et al. 2010
511	709	13o	33.738	-16.32	-132.31	18.93	0.59	8.90E-07	2.66E-06	-8.66E-07	8.79E-06	-2.80E-06	9.62E-07	171	22	3	121	Cande et al. 2010 ('basic')
511	709	18o	39.464	-16.76	-131.58	22.22	0.63	2.11E-06	7.20E-06	-2.05E-06	2.60E-05	-7.29E-06	2.14E-06	125	19	3	81	Cande et al. 2010 ('basic')
511	709	20y	41.59	-17.24	-132.14	23.12	0.93	4.95E-07	1.42E-06	-4.11E-07	4.52E-06	-1.30E-06	4.85E-07	133	18	3	91	Cande et al. 2010 ('all')
511	709	20o	42.774	-17.71	-132.64	23.5	0.78	3.31E-07	1.08E-06	-3.59E-07	3.94E-06	-1.20E-06	5.34E-07	162	18	3	120	Cande et al. 2010 ('all')
511	709	21y	45.346	-17.06	-133.3	24.69	0.55	2.38E-07	5.98E-07	-1.82E-07	1.82E-06	-4.83E-07	2.74E-07	154	18	3	112	Cande et al. 2010 ('all')
511	709	21o	47.235	-17.03	-134.13	25.74	1.86	2.51E-07	7.17E-07	-2.26E-07	2.35E-06	-6.63E-07	3.59E-07	160	18	3	118	Cande et al. 2010 ('all')
511	709	22o	49.427	-17.22	-136.65	26.87	1.4	4.87E-07	1.64E-06	-4.45E-07	5.99E-06	-1.58E-06	5.81E-07	145	16	3	107	Cande et al. 2010 ('all')
511	709	23o	51.901	-15.72	-138.5	29.55	0.74	7.87E-07	2.96E-06	-7.36E-07	1.16E-05	-2.85E-06	8.46E-07	136	16	3	98	Cande et al. 2010 ('with SWIR')
511	709	24o	53.808	-15.65	-141.06	31.4	0.72	1.12E-06	4.30E-06	-9.77E-07	1.72E-05	-3.81E-06	1.03E-06	116	15	3	80	Cande et al. 2010 ('with SWIR')
511	709	25y	56.665	-15.71	-144.32	34.05	0.52	2.10E-06	8.13E-06	-1.53E-06	3.27E-05	-6.04E-06	1.33E-06	92	14	3	58	Cande et al. 2010 ('with SWIR')
511	709	26y	58.379	-14.95	-145.15	36.37	1.35	2.80E-06	1.14E-05	-2.02E-06	4.82E-05	-8.52E-06	1.71E-06	93	13	3	61	Cande et al. 2010 ('with SWIR')
511	709	27y	61.65	-13.35	-146.15	40.64	1.15	2.98E-06	1.21E-05	-1.78E-06	5.08E-05	-7.44E-06	1.32E-06	96	14	3	62	Cande et al. 2010 ('with SWIR')
511	709	28y	63.104	-12.86	-146.6	42.71	0.66	7.50E-06	3.00E-05	-3.91E-06	1.22E-04	-1.59E-05	2.28E-06	91	14	3	57	Cande et al. 2010 ('with SWIR')
511	709	29o	65.118	-13.72	-149.94	44.76	0.53	1.15E-06	4.89E-06	-4.85E-07	2.24E-05	-2.17E-06	3.81E-07	101	16	3	63	Cande et al. 2010 ('with SWIR')
501	709	1o	0.78	19.57	27.97	-0.347	1	1.99E-06	3.41E-06	1.86E-09	6.82E-06	6.01E-07	4.67E-07	401	28	2	342	Bull et al. 2010
501	709	2m	1.86	21.59	30.83	-0.755	1	4.26E-07	6.51E-07	-4.44E-08	1.32E-06	1.74E-07	2.11E-07	418	24	2	367	Bull et al. 2010
501	709	2A.1y	2.58	22.48	30.6	-1.074	1	2.94E-06	4.33E-06	-6.73E-07	7.77E-06	-7.56E-09	9.55E-07	486	31	2	421	Bull et al. 2010
501	709	2A.3o	3.58	18.7	34.62	-1.642	1	4.51E-06	7.30E-06	-5.40E-07	1.42E-05	7.06E-07	1.35E-06	450	27	2	393	Bull et al. 2010
501	709	3.1y	4.18	22.11	28.45	-1.74	1	4.31E-06	7.11E-06	-2.86E-07	1.34E-05	5.49E-07	8.80E-07	396	33	2	327	Bull et al. 2010
501	709	3.4o	5.23	22.05	31.64	-2.181	1	2.18E-06	3.53E-06	-3.32E-07	6.89E-06	1.84E-07	6.19E-07	422	25	2	369	Bull et al. 2010
501	709	3A.1y	5.894	22.89	28.11	-2.333	1	6.98E-06	1.15E-05	-1.71E-06	2.29E-05	-3.39E-07	2.37E-06	350	25	2	297	Bull et al. 2010
501	709	3A.2o	6.567	21.32	30.92	-2.748	1	2.41E-06	4.68E-06	-5.41E-10	9.68E-06	4.53E-07	4.53E-07	349	24	2	298	Bull et al. 2010
501	709	4.1y	7.432	22.61	30.57	-2.982	1	5.75E-06	1.17E-05	-2.81E-07	2.68E-05	1.70E-06	1.92E-06	310	23	2	261	Bull et al. 2010
501	709	4.2o	8.072	22.01	30.79	-3.281	1	4.62E-06	8.01E-06	-1.16E-06	1.58E-05	-6.77E-07	1.40E-06	362	25	2	309	Bull et al. 2010
501	709	4Ay	8.669	22.48	30.77	-3.489	1	4.46E-06	6.32E-06	-1.54E-06	1.36E-05	1.13E-06	3.14E-06	364	29	2	303	Bull et al. 2010
501	709	4Ao	9.025	22.59	30.78	-3.685	1	1.45E-06	1.82E-06	-6.92E-07	3.84E-06	3.34E-07	1.33E-06	375	26	2	320	Bull et al. 2010
501	709	5.1y	10.949	23.59	30.49	-3.89	1	3.08E-06	4.97E-06	-2.38E-07	1.01E-05	1.36E-06	1.63E-06	440	27	2	383	Bull et al. 2010
501	709	5.2o	12.401	23.62	29.3	-4.311	1	4.43E-06	7.25E-06	-1.58E-07	1.58E-05	2.01E-06	1.56E-06	551	31	2	486	Bull et al. 2010
501	709	5A.2o	14.612	23.8	29.26	-4.879	1	3.39E-06	5.42E-06	-5.85E-07	1.04E-05	5.02E-07	1.44E-06	459	29	2	398	Bull et al. 2010
501	709	5ADo	16.014	24.6	29.14	-5.76	1	2.83E-06	6.13E-06	4.51E-07	1.40E-05	1.29E-06	3.29E-07	380	24	2	329	Bull et al. 2010
501	709	5C.1y	17.227	24.8	29.3	-6.399	1	1.27E-06	2.26E-06	-1.70E-07	5.70E-06	4.81E-07	5.08E-07	430	29	2	369	Bull et al. 2010
501	709	5Dy	18.281	24.83	30.29	-7.149	1	1.76E-06	2.98E-06	-2.06E-07	6.53E-06	6.03E-07	7.15E-07	408	25	2	355	Bull et al. 2010
501	709	5Ey	19.048	24.77	30.27	-7.637	1	2.47E-06	5.44E-06	3.58E-07	1.32E-05	1.44E-06	5.17E-07	367	21	2	322	Bull et al. 2010
501	709	6no	20.131	25.41	30.6	-8.469	1	3.00E-05	3.60E-05	-1.63E-05	6.11E-05	-7.20E-06	1.81E-05	328	21	2	283	Bull et al. 2010
501	709	13o	33.74	-19.35	-137.7	16.05	1	3.85E-05	5.31E-05	-2.14E-05	1.05E-04	-1.84E-05	2.19E-05	554	NA	NA	10000	Calculated
501	709	18o	39.46	-19.48	-135.85	19.31	1	4.06E-05	6.05E-05	-2.33E-05	1.31E-04	-2.52E-05	2.37E-05	508	NA	NA	10000	Calculated
501	709	20y	41.59	-19.94	-136.28	20.23	1	3.74E-05	4.99E-05	-2.03E-05	9.48E-05	-1.51E-05	2.08E-05	516	NA	NA	10000	Calculated
501	709	20o	42.77	-20.44	-136.77	20.63	1	3.73E-05	4.98E-05	-2.03E-05	9.50E-05	-1.52E-05	2.10E-05	545	NA	NA	10000	Calculated
501	709	21y	45.346	-19.6	-137.27	21.82	1	3.73E-05	4.94E-05	-2.02E-05	9.33E-05	-1.46E-05	2.08E-05	537	NA	NA	10000	Calculated
501	709	21o	47.24	-19.49	-138.01	22.9	1	3.70E-05	4.87E-05	-1.99E-05	9.13E-05	-1.41E-05	2.05E-05	543	NA	NA	10000	Calculated
501	709	22o	49.43	-19.63	-140.64	24.1	1	3.72E-05	4.96E-05	-2.01E-05	9.42E-05	-1.48E-05	2.07E-05	528	NA	NA	10000	Calculated
